trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,scores_production_target_npnlg,scores_production_competitor_npnlg,scores_production_distractor1_npnlg,scores_production_distractor2_npnlg,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,prob_production_target_npnlg,prob_production_competitor_npnlg,prob_production_distractor1_npnlg,prob_production_distractor2_npnlg,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor,scores_interpretation_target_npnlg,scores_interpretation_competitor_npnlg,scores_interpretation_distractor_npnlg,prob_interpretation_target_npnlg,prob_interpretation_competitor_npnlg,prob_interpretation_distractor_npnlg
0,"green
triangle
red
circle",color,texture,red,triangle,green,circle,2,1,0,3,red triangle with dots,green,green triangle with dots,green circle with dots,red triangle with dots,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your task is to make your friend pick out the following target object:

the red triangle with dots

Which of the following words would you choose:

green
triangle
red
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your friend can choose from the following list of words:

green
triangle
red
circle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.6245298385620117,-2.6792173385620117,-2.6870298385620117,-2.6089048385620117,2.6245298385620117,2.6792173385620117,2.6870298385620117,2.6089048385620117,0.25628265773151104,0.24264354348166414,0.24075527644553651,0.26031852234128827,0.24359340851015077,0.2572859151456329,0.25930383358797005,0.23981684275624637,0.5,-6.363065719604492,-7.625040531158447,-8.681842803955078,0.7238570404606689,0.2049198861333901,0.07122307340594114,1.2726131677627563,2.6792173385620117,2.6870298385620117,0.24359340851015077,0.2572859151456329,0.25930383358797005
1,"triangle
stripes
stars
hexagon",texture,color,stars,hexagon,stripes,triangle,2,3,1,0,orange hexagon with stars,stripes,orange hexagon with stripes,orange triangle with stripes,orange hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your task is to make your friend pick out the following target object:

the orange hexagon with stars

Which of the following words would you choose:

triangle
stripes
stars
hexagon

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your friend can choose from the following list of words:

triangle
stripes
stars
hexagon

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.909224510192871,-2.5695817470550537,-4.132571220397949,-2.682662010192871,2.909224510192871,1.2847908735275269,2.0662856101989746,2.682662010192871,0.2529743106925898,0.35528870338712515,0.07443611454396049,0.31730087137632457,0.4124159685384683,0.08125552636713937,0.17752182735949953,0.32880667773489275,0.5,-7.330782890319824,-6.461169242858887,-8.789615631103516,0.2763578850858649,0.6593868303732178,0.06425528454091742,1.2217973470687866,1.2847908735275269,2.0662856101989746,0.4124159685384683,0.08125552636713937,0.17752182735949953
2,"orange
blue
stripes
spades",color,shape,orange,stripes,blue,spades,0,2,1,3,orange circle with stripes,blue,blue circle with stripes,blue circle with spades,orange circle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

orange
blue
stripes
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your friend can choose from the following list of words:

orange
blue
stripes
spades

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.3120229244232178,-3.225433588027954,-3.4682729244232178,-3.5344152450561523,2.3120229244232178,1.612716794013977,3.4682729244232178,1.7672076225280762,0.4974277081183081,0.19954495955550655,0.15652257295684072,0.14650475936934462,0.19029958140007888,0.09456556885422793,0.6047708189528428,0.11036403079285026,0.5,-6.18794059753418,-6.694948196411133,-7.743808746337891,0.5514803267012317,0.3321539501914909,0.1163657231072775,1.2375881671905518,1.612716794013977,3.4682729244232178,0.19029958140007888,0.09456556885422793,0.6047708189528428
3,"blue
triangle
orange
square",shape,texture,square,orange,triangle,blue,3,2,1,0,orange square with stars,triangle,orange triangle with stars,blue triangle with stars,orange square with stars,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

blue
triangle
orange
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your friend can choose from the following list of words:

blue
triangle
orange
square

Your friend chose the word:

triangle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.4037318229675293,-2.2474818229675293,-3.1068568229675293,-3.4115443229675293,3.4037318229675293,2.2474818229675293,3.1068568229675293,3.4115443229675293,0.15347171947492563,0.487732115804398,0.20651877164201113,0.1522773930786652,0.326195740295058,0.10264204370859152,0.24240809080182912,0.3287541251945214,0.5,-6.322787761688232,-6.860872268676758,-7.792971611022949,0.5513442686437698,0.3219109369716734,0.12674479438455688,1.580696940422058,2.2474818229675293,3.1068568229675293,0.326195740295058,0.10264204370859152,0.24240809080182912
4,"dots
square
hexagon
stars",shape,color,hexagon,stars,square,dots,2,3,1,0,red hexagon with stars,square,red square with stars,red square with dots,red hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your task is to make your friend pick out the following target object:

the red hexagon with stars

Which of the following words would you choose:

dots
square
hexagon
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your friend can choose from the following list of words:

dots
square
hexagon
stars

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.47131609916687,-2.5386712551116943,-4.054296493530273,-3.330939769744873,1.235658049583435,2.5386712551116943,4.054296493530273,1.6654698848724365,0.39008457958279746,0.364675687201021,0.0801085982270826,0.16513113498909882,0.04353246527463246,0.16021556559218936,0.7293439502837209,0.0669080188494572,0.5,-6.2532877922058105,-5.827421188354492,-6.692618370056152,0.3149225177693912,0.48212009226073294,0.20295738996987586,1.5633219480514526,2.5386712551116943,4.054296493530273,0.04353246527463246,0.16021556559218936,0.7293439502837209
5,"orange
hexagon
red
square",color,texture,red,square,orange,hexagon,2,3,0,1,red square with spades,orange,orange square with spades,orange hexagon with spades,red square with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your task is to make your friend pick out the following target object:

the red square with spades

Which of the following words would you choose:

orange
hexagon
red
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your friend can choose from the following list of words:

orange
hexagon
red
square

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.1013495922088623,-3.1482245922088623,-2.5700995922088623,-3.6935787200927734,2.1013495922088623,3.1482245922088623,2.5700995922088623,1.8467893600463867,0.45865488422778694,0.16100300687275645,0.287018892476794,0.09332321642266261,0.16072034334896138,0.4578496507833948,0.25683037738614384,0.12459962848149995,0.5,-6.489751815795898,-6.286794185638428,-5.925402641296387,0.25104663696482854,0.30753729260902674,0.4414160704261448,1.2979503870010376,3.1482245922088623,2.5700995922088623,0.16072034334896138,0.4578496507833948,0.25683037738614384
6,"stars
triangle
square
stripes",texture,color,stars,square,stripes,triangle,0,2,3,1,orange square with stars,stripes,orange square with stripes,orange triangle with stripes,orange square with stars,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

stars
triangle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your friend can choose from the following list of words:

stars
triangle
square
stripes

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.825061798095703,-3.153186798095703,-3.592459201812744,-2.754749298095703,2.825061798095703,3.153186798095703,1.796229600906372,2.754749298095703,0.3069993349770491,0.22112332584825747,0.14251513116266468,0.32936220801202876,0.2718950920493395,0.37748895157244483,0.09718186341870308,0.2534340929595126,0.5,-6.886810779571533,-6.465781211853027,-8.281377792358398,0.3608193885235335,0.5497189194546376,0.08946169202182892,1.3773621320724487,3.153186798095703,1.796229600906372,0.2718950920493395,0.37748895157244483,0.09718186341870308
7,"green
circle
blue
square",shape,texture,square,green,circle,blue,3,0,1,2,green square with dots,circle,green circle with dots,blue circle with dots,green square with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the green square with dots

Which of the following words would you choose:

green
circle
blue
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your friend can choose from the following list of words:

green
circle
blue
square

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.1320621967315674,-2.4992496967315674,-2.6398746967315674,-3.1633121967315674,3.1320621967315674,2.4992496967315674,2.6398746967315674,3.1633121967315674,0.1822149848794454,0.3430923749287325,0.2980838210270592,0.176608819164763,0.31504724189832406,0.16732032715894257,0.19258451606336233,0.32504791487937096,0.5,-6.109545707702637,-6.407561302185059,-7.743503570556641,0.5161435752950956,0.38312809271286224,0.10072833199204217,1.2219091653823853,2.4992496967315674,2.6398746967315674,0.31504724189832406,0.16732032715894257,0.19258451606336233
8,"stars
circle
square
stripes",texture,color,stripes,square,stars,circle,3,2,0,1,red square with stripes,stars,red square with stars,red circle with stars,red square with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

stars
circle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your friend can choose from the following list of words:

stars
circle
square
stripes

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.370551109313965,-3.02593731880188,-3.21343731880188,-3.43999981880188,1.6852755546569824,3.02593731880188,3.21343731880188,3.43999981880188,0.2215093834455485,0.31264824549816195,0.25919449926599053,0.20664787179029917,0.06573273497036536,0.25120235629843596,0.30300788089300046,0.3800570278381983,0.5,-6.250215530395508,-6.47909688949585,-7.550236225128174,0.4835709079264518,0.3846433727757172,0.13178571929783098,1.562553882598877,3.02593731880188,3.21343731880188,0.06573273497036536,0.25120235629843596,0.30300788089300046
9,"circle
triangle
orange
blue",color,texture,blue,triangle,orange,circle,3,1,2,0,blue triangle with dots,orange,orange triangle with dots,orange circle with dots,blue triangle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your task is to make your friend pick out the following target object:

the blue triangle with dots

Which of the following words would you choose:

circle
triangle
orange
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your friend can choose from the following list of words:

circle
triangle
orange
blue

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.660231590270996,-2.683669090270996,-3.144606590270996,-2.746169090270996,2.660231590270996,2.683669090270996,3.144606590270996,2.746169090270996,0.2848541291666744,0.27825549037165664,0.1754935380069655,0.26139684245470357,0.21112133345492498,0.21612793159798704,0.34268374934365264,0.23006698560343536,0.5,-6.6710896492004395,-6.673098564147949,-6.367885589599609,0.2983129916948511,0.2977143078206351,0.4039727004845139,1.33421790599823,2.683669090270996,3.144606590270996,0.21112133345492498,0.21612793159798704,0.34268374934365264
