trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,scores_production_target_npnlg,scores_production_competitor_npnlg,scores_production_distractor1_npnlg,scores_production_distractor2_npnlg,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,prob_production_target_npnlg,prob_production_competitor_npnlg,prob_production_distractor1_npnlg,prob_production_distractor2_npnlg,production_decoded,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor,scores_interpretation_target_npnlg,scores_interpretation_competitor_npnlg,scores_interpretation_distractor_npnlg,prob_interpretation_target_npnlg,prob_interpretation_competitor_npnlg,prob_interpretation_distractor_npnlg,interpretation_decoded
0,"green
triangle
red
circle",color,texture,red,triangle,green,circle,2,1,0,3,red triangle with dots,green,green triangle with dots,green circle with dots,red triangle with dots,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your task is to make your friend pick out the following target object:

the red triangle with dots

Which of the following words would you choose:

green
triangle
red
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your friend can choose from the following list of words:

green
triangle
red
circle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-37.04522705078125,-40.86420440673828,-37.07389450073242,-41.5860595703125,-12.348408699035645,-13.6214017868042,-12.357964515686035,-13.862019538879395,0.44698854014606043,0.06622408900795689,0.4406272289008876,0.04616014194509512,0.33405273692373094,0.17676167062799297,0.33246047045161986,0.1567251219966561,,0.5,-92.482666015625,-94.9013900756836,-91.71517944335938,0.30832035130018065,0.02745134826875119,0.6642283004310682,-13.211809158325195,-13.557341575622559,-13.102168083190918,0.3451030366367724,0.29034701779960115,0.3645499455636264,
1,"triangle
stripes
stars
hexagon",texture,color,stars,hexagon,stripes,triangle,2,3,1,0,orange hexagon with stars,stripes,orange hexagon with stripes,orange triangle with stripes,orange hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your task is to make your friend pick out the following target object:

the orange hexagon with stars

Which of the following words would you choose:

triangle
stripes
stars
hexagon

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your friend can choose from the following list of words:

triangle
stripes
stars
hexagon

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-57.740501403808594,-55.77436447143555,-77.6215591430664,-39.77259063720703,-14.435125350952148,-13.943591117858887,-15.524312019348145,-13.257530212402344,0.00012534810459455722,0.00033501093389048264,6.039499310742143e-09,0.9995396349220156,0.21456925431164742,0.2743486291379682,0.12446682518066667,0.3866152913697177,,0.5,-141.85667419433594,-115.16899108886719,-118.29721069335938,2.4607698012119647e-12,0.958041883589311,0.041958116408228247,-15.761852264404297,-14.396123886108398,-14.787151336669922,0.21703572155514586,0.429630761065967,0.35333351737888713,
2,"orange
blue
stripes
spades",color,shape,orange,stripes,blue,spades,0,2,1,3,orange circle with stripes,blue,blue circle with stripes,blue circle with spades,orange circle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

orange
blue
stripes
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your friend can choose from the following list of words:

orange
blue
stripes
spades

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-58.733768463134766,-82.75740814208984,-35.24066925048828,-60.19608688354492,-14.683442115783691,-16.551481246948242,-11.7468900680542,-15.04902172088623,7.916500280653973e-06,4.8069118451968414e-11,0.9999882728388575,3.8106127927818383e-06,0.15226128251217128,0.05983426220350782,0.6610794523660033,0.12682500291831753,,0.5,-95.70496368408203,-96.16812133789062,-114.65564727783203,0.613762989331365,0.38623700705600583,3.6126291619741374e-09,-13.672137260437012,-13.738303184509277,-14.331954956054688,0.37223879378995645,0.3601255083819024,0.2676356978281411,
3,"blue
triangle
orange
square",shape,texture,square,orange,triangle,blue,3,2,1,0,orange square with stars,triangle,orange triangle with stars,blue triangle with stars,orange square with stars,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

blue
triangle
orange
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your friend can choose from the following list of words:

blue
triangle
orange
square

Your friend chose the word:

triangle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-39.818260192871094,-58.17771911621094,-40.103206634521484,-34.1746940612793,-13.272753715515137,-14.544429779052734,-13.367735862731934,-11.39156436920166,0.05355008846421297,5.5214652350466594e-06,0.046439213834588614,0.9000051762359633,0.19823119178402834,0.10496174527332473,0.1890370279978195,0.5077700349448275,,0.5,-89.537353515625,-68.2707748413086,-89.8053970336914,5.808208958619031e-10,0.9999999989749241,4.442550891287598e-10,-12.791050910949707,-11.378462791442871,-12.82934284210205,0.24953190851783566,0.5056682675787203,0.24479982390344412,
4,"dots
square
hexagon
stars",shape,color,hexagon,stars,square,dots,2,3,1,0,red hexagon with stars,square,red square with stars,red square with dots,red hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your task is to make your friend pick out the following target object:

the red hexagon with stars

Which of the following words would you choose:

dots
square
hexagon
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your friend can choose from the following list of words:

dots
square
hexagon
stars

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-56.04701614379883,-55.50251388549805,-40.44662857055664,-40.935115814208984,-14.011754035949707,-13.875628471374512,-13.482209205627441,-13.645038604736328,0.00022959613189478864,0.0003014405892909843,0.5604613729501795,0.4390075903286347,0.21858826928812525,0.23398398987544336,0.28484988623902535,0.26257785459740596,,0.5,-68.02010345458984,-91.4634017944336,-96.7883071899414,0.9999999999338066,6.587261333645821e-11,3.2072134419122804e-13,-11.336684226989746,-13.066200256347656,-13.82690143585205,0.585115906498376,0.24642358457399174,0.16846050892763226,
5,"orange
hexagon
red
square",color,texture,red,square,orange,hexagon,2,3,0,1,red square with spades,orange,orange square with spades,orange hexagon with spades,red square with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your task is to make your friend pick out the following target object:

the red square with spades

Which of the following words would you choose:

orange
hexagon
red
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your friend can choose from the following list of words:

orange
hexagon
red
square

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-36.01045227050781,-39.664737701416016,-56.41341781616211,-54.768959045410156,-12.003483772277832,-13.221579551696777,-14.103354454040527,-13.692239761352539,0.8613307872842227,0.13856449773370405,3.196850266812829e-05,7.274647940495697e-05,0.43035677282107,0.23405746899470445,0.15060781824971234,0.18497793993451317,,0.5,-116.06243896484375,-141.81442260742188,-93.68195343017578,1.9066835948114919e-10,1.2483438782207136e-21,0.9999999998093317,-14.507804870605469,-15.757158279418945,-13.383135795593262,0.3039330034452215,0.16273621699629384,0.5333307795584847,
6,"stars
triangle
square
stripes",texture,color,stars,square,stripes,triangle,0,2,3,1,orange square with stars,stripes,orange square with stripes,orange triangle with stripes,orange square with stars,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

stars
triangle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your friend can choose from the following list of words:

stars
triangle
square
stripes

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-57.12728500366211,-39.86598205566406,-76.5574951171875,-39.383209228515625,-14.281821250915527,-13.288661003112793,-15.311498641967773,-13.12773609161377,7.854520609649178e-05,0.43991016160480123,4.741362563711747e-09,0.5600112884477397,0.19914552122123,0.32721450806645824,0.11900876244288718,0.3546312082694246,,0.5,-115.97899627685547,-115.36610412597656,-90.14430236816406,6.02746911605396e-12,1.1125272900115443e-11,0.9999999999828473,-14.49737548828125,-14.42076301574707,-12.87775707244873,0.23328901104085545,0.24239880199474456,0.5243121869644,
7,"green
circle
blue
square",shape,texture,square,green,circle,blue,3,0,1,2,green square with dots,circle,green circle with dots,blue circle with dots,green square with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the green square with dots

Which of the following words would you choose:

green
circle
blue
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your friend can choose from the following list of words:

green
circle
blue
square

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-40.951377868652344,-37.079864501953125,-40.61371994018555,-34.96724319458008,-13.650459289550781,-12.359954833984375,-13.537906646728516,-11.655747413635254,0.03443521617426442,0.23861143885627797,0.04076845949908468,0.6861848854703729,0.14980237000447352,0.28559339968902214,0.15847442336179482,0.4061298069447095,,0.5,-96.23252868652344,-95.99858856201172,-95.7074203491211,0.25289496252163957,0.31955019270092694,0.4275548447774335,-13.747504234313965,-13.714083671569824,-13.67248821258545,0.3273246357421387,0.3328402781280938,0.33983508612976754,
8,"stars
circle
square
stripes",texture,color,stripes,square,stars,circle,3,2,0,1,red square with stripes,stars,red square with stars,red circle with stars,red square with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

stars
circle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your friend can choose from the following list of words:

stars
circle
square
stripes

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-79.78231048583984,-41.513427734375,-59.685890197753906,-42.04014587402344,-15.956461906433105,-13.837809562683105,-14.921472549438477,-14.013381958007812,2.7694479002222232e-09,0.5654256464714935,6.401406669992312e-05,0.4345103366923588,0.12188796284338303,0.35157689765668937,0.20450592822769528,0.32202921127223233,,0.5,-69.81571960449219,-72.89740753173828,-93.45294952392578,0.9561310383124729,0.04386896163564714,5.187987191296931e-11,-11.635952949523926,-12.149567604064941,-13.350420951843262,0.4549898134226974,0.351942462470933,0.1930677241063695,
9,"circle
triangle
orange
blue",color,texture,blue,triangle,orange,circle,3,1,2,0,blue triangle with dots,orange,orange triangle with dots,orange circle with dots,blue triangle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your task is to make your friend pick out the following target object:

the blue triangle with dots

Which of the following words would you choose:

circle
triangle
orange
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your friend can choose from the following list of words:

circle
triangle
orange
blue

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-33.98017120361328,-39.92866134643555,-56.64665603637695,-40.33903503417969,-11.3267240524292,-13.309554100036621,-14.161664009094238,-13.446345329284668,0.9151582082500443,0.04675175915961034,1.0952960862581828e-05,0.03807907962948271,0.5102303668782947,0.18932162714657494,0.12364225371780829,0.17680575225732212,,0.5,-112.17710876464844,-114.25054931640625,-92.04827880859375,1.8120084642904556e-09,2.2786437513770494e-10,0.9999999979601272,-14.022138595581055,-14.281318664550781,-13.149754524230957,0.29194852944652006,0.25646378953134474,0.45158768102213515,
