trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,scores_production_target_npnlg,scores_production_competitor_npnlg,scores_production_distractor1_npnlg,scores_production_distractor2_npnlg,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,prob_production_target_npnlg,prob_production_competitor_npnlg,prob_production_distractor1_npnlg,prob_production_distractor2_npnlg,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor,scores_interpretation_target_npnlg,scores_interpretation_competitor_npnlg,scores_interpretation_distractor_npnlg,prob_interpretation_target_npnlg,prob_interpretation_competitor_npnlg,prob_interpretation_distractor_npnlg
0,"green
triangle
red
circle",color,texture,red,triangle,green,circle,2,1,0,3,red triangle with dots,green,green triangle with dots,green circle with dots,red triangle with dots,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your task is to make your friend pick out the following target object:

the red triangle with dots

Which of the following words would you choose:

green
triangle
red
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your friend can choose from the following list of words:

green
triangle
red
circle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-28.422855377197266,-32.103519439697266,-31.395511627197266,-28.158206939697266,28.422855377197266,32.103519439697266,31.395511627197266,28.158206939697266,0.420283509858534,0.010593763135659812,0.021504737442510462,0.5476179895632957,0.016397751723470088,0.6505435849259806,0.32047378706913876,0.012584876281410518,0.5,-29.468727111816406,-32.27960205078125,-27.736557006835938,0.1489633561651106,0.00896049440824965,0.8420761494266398,5.893745422363281,32.103519439697266,31.395511627197266,0.016397751723470088,0.6505435849259806,0.32047378706913876
1,"triangle
stripes
stars
hexagon",texture,color,stars,hexagon,stripes,triangle,2,3,1,0,orange hexagon with stars,stripes,orange hexagon with stripes,orange triangle with stripes,orange hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your task is to make your friend pick out the following target object:

the orange hexagon with stars

Which of the following words would you choose:

triangle
stripes
stars
hexagon

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your friend can choose from the following list of words:

triangle
stripes
stars
hexagon

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-29.91584014892578,-31.71891212463379,-34.29279327392578,-31.412113189697266,14.95792007446289,15.859456062316895,11.430931091308594,31.412113189697266,0.713613509733901,0.11759770702416236,0.008965540433943053,0.1598232428079934,7.145532806499947e-08,1.7602190719456608e-07,2.100306925353798e-09,0.9999997504224578,0.5,-25.990596771240234,-29.16768455505371,-39.573848724365234,0.9599617248665275,0.04003706419368798,1.2109397845494102e-06,3.712942361831665,15.859456062316895,11.430931091308594,7.145532806499947e-08,1.7602190719456608e-07,2.100306925353798e-09
2,"orange
blue
stripes
spades",color,shape,orange,stripes,blue,spades,0,2,1,3,orange circle with stripes,blue,blue circle with stripes,blue circle with spades,orange circle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

orange
blue
stripes
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your friend can choose from the following list of words:

orange
blue
stripes
spades

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-25.984390258789062,-29.788585662841797,-28.331056594848633,-31.64063262939453,12.992195129394531,9.92952823638916,28.331056594848633,15.820316314697266,0.8916944663979258,0.019864379310398146,0.08532412257275435,0.003117031718921796,2.1797937680111946e-07,1.0193329782447029e-08,0.9999960849996804,3.6868276130097355e-06,0.5,-28.586185455322266,-29.054935455322266,-25.8919734954834,0.060902675031725646,0.038111920176998694,0.9009854047912756,5.717236518859863,9.92952823638916,28.331056594848633,2.1797937680111946e-07,1.0193329782447029e-08,0.9999960849996804
3,"blue
triangle
orange
square",shape,texture,square,orange,triangle,blue,3,2,1,0,orange square with stars,triangle,orange triangle with stars,blue triangle with stars,orange square with stars,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

blue
triangle
orange
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your friend can choose from the following list of words:

blue
triangle
orange
square

Your friend chose the word:

triangle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-30.90576934814453,-25.992197036743164,-31.42090606689453,-27.83789825439453,30.90576934814453,12.996098518371582,31.42090606689453,27.83789825439453,0.0062806836196493505,0.8549569720554652,0.003752199166300061,0.13501014515858553,0.3675946984335186,6.1277074809191805e-09,0.6153047583020316,0.017100537136742172,0.5,-26.828937530517578,-28.03833770751953,-26.702604293823242,0.41100905604605675,0.12263531976222128,0.46635562419172194,5.365787506103516,12.996098518371582,31.42090606689453,0.3675946984335186,6.1277074809191805e-09,0.6153047583020316
4,"dots
square
hexagon
stars",shape,color,hexagon,stars,square,dots,2,3,1,0,red hexagon with stars,square,red square with stars,red square with dots,red hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your task is to make your friend pick out the following target object:

the red hexagon with stars

Which of the following words would you choose:

dots
square
hexagon
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your friend can choose from the following list of words:

dots
square
hexagon
stars

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-31.98056983947754,-30.12329864501953,-31.0380916595459,-29.1113338470459,15.99028491973877,15.061649322509766,31.0380916595459,29.1113338470459,0.03623698684430139,0.2321425279632769,0.09299618894027928,0.6386242962521425,2.54554039913698e-07,1.0057236858647044e-07,0.8728898143028715,0.12710983057072,0.5,-32.446632385253906,-28.22443199157715,-41.58473587036133,0.014454322501967569,0.9855441237885304,1.5537095019449437e-06,8.111658096313477,15.061649322509766,31.0380916595459,2.54554039913698e-07,1.0057236858647044e-07,0.8728898143028715
5,"orange
hexagon
red
square",color,texture,red,square,orange,hexagon,2,3,0,1,red square with spades,orange,orange square with spades,orange hexagon with spades,red square with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your task is to make your friend pick out the following target object:

the red square with spades

Which of the following words would you choose:

orange
hexagon
red
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your friend can choose from the following list of words:

orange
hexagon
red
square

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-27.55274200439453,-30.62598419189453,-25.86329460144043,-31.306928634643555,27.55274200439453,30.62598419189453,12.931647300720215,15.653464317321777,0.15417401966486738,0.007133769488730211,0.8350815336924683,0.0036106771539340904,0.044224567464195196,0.9557751122553747,1.9760723656505133e-08,3.005197064048799e-07,0.5,-27.10346221923828,-35.35224151611328,-27.613723754882812,0.6247656636677765,0.0001634247473298344,0.37507091158489364,4.5172438621521,30.62598419189453,12.931647300720215,0.044224567464195196,0.9557751122553747,1.9760723656505133e-08
6,"stars
triangle
square
stripes",texture,color,stars,square,stripes,triangle,0,2,3,1,orange square with stars,stripes,orange square with stripes,orange triangle with stripes,orange square with stars,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

stars
triangle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your friend can choose from the following list of words:

stars
triangle
square
stripes

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-30.50107192993164,-31.214845657348633,-36.88897705078125,-31.822267532348633,15.25053596496582,31.214845657348633,12.29632568359375,31.822267532348633,0.5687343165978425,0.27856172463590007,0.0009564835138359515,0.15174747525242152,4.1127207018936015e-08,0.35264751189511573,2.1435419815692708e-09,0.6473524448341353,0.5,-26.632984161376953,-26.617530822753906,-35.81269073486328,0.49611136263153155,0.5038374829368423,5.1154431626255244e-05,4.438830852508545,31.214845657348633,12.29632568359375,4.1127207018936015e-08,0.35264751189511573,2.1435419815692708e-09
7,"green
circle
blue
square",shape,texture,square,green,circle,blue,3,0,1,2,green square with dots,circle,green circle with dots,blue circle with dots,green square with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the green square with dots

Which of the following words would you choose:

green
circle
blue
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your friend can choose from the following list of words:

green
circle
blue
square

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-31.1347713470459,-31.2705135345459,-28.0820369720459,-28.5312557220459,31.1347713470459,31.2705135345459,28.0820369720459,28.5312557220459,0.027354255499786383,0.023882116694791424,0.5791760475837533,0.36958758022166893,0.44118378579240475,0.5053259789807699,0.020836935590267662,0.03265329963655771,0.5,-29.733760833740234,-27.779634475708008,-32.87906265258789,0.12344453238362874,0.8712406956566553,0.005314771959715948,5.946752548217773,31.2705135345459,28.0820369720459,0.44118378579240475,0.5053259789807699,0.020836935590267662
8,"stars
circle
square
stripes",texture,color,stripes,square,stars,circle,3,2,0,1,red square with stripes,stars,red square with stars,red circle with stars,red square with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

stars
circle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your friend can choose from the following list of words:

stars
circle
square
stripes

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-30.417818069458008,-30.99274253845215,-36.784461975097656,-28.2128963470459,10.139272689819336,30.99274253845215,18.392230987548828,28.2128963470459,0.09403793046037481,0.052919598242120156,0.00016154917569119053,0.8528809221218139,8.266231651563899e-10,0.941573995299202,3.1733780965038962e-06,0.05842283049607832,0.5,-30.992717742919922,-28.383325576782227,-41.430572509765625,0.06853625951388646,0.931461732236601,2.008249512503617e-06,7.7481794357299805,30.99274253845215,18.392230987548828,8.266231651563899e-10,0.941573995299202,3.1733780965038962e-06
9,"circle
triangle
orange
blue",color,texture,blue,triangle,orange,circle,3,1,2,0,blue triangle with dots,orange,orange triangle with dots,orange circle with dots,blue triangle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your task is to make your friend pick out the following target object:

the blue triangle with dots

Which of the following words would you choose:

circle
triangle
orange
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your friend can choose from the following list of words:

circle
triangle
orange
blue

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-28.322269439697266,-31.590824127197266,-26.0664119720459,-27.654300689697266,28.322269439697266,31.590824127197266,13.03320598602295,27.654300689697266,0.07979695680302079,0.0030371837284607173,0.7615401044972663,0.15562575497125222,0.03598923320554162,0.9455573136933426,8.245494421120536e-09,0.018453444855621372,0.5,-26.49224853515625,-31.40443229675293,-27.854589462280273,0.7915042707452109,0.005822626877703721,0.20267310237708544,4.415375232696533,31.590824127197266,13.03320598602295,0.03598923320554162,0.9455573136933426,8.245494421120536e-09
10,"stripes
dots
red
green",color,shape,green,dots,red,stripes,3,1,2,0,green square with dots,red,red square with dots,red square with stripes,green square with dots,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with dots
a red square with dots
a red square with stripes

Your task is to make your friend pick out the following target object:

the green square with dots

Which of the following words would you choose:

stripes
dots
red
green

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with dots
a red square with dots
a red square with stripes

Your friend can choose from the following list of words:

stripes
dots
red
green

Your friend chose the word:

red

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-31.400882720947266,-29.153324127197266,-28.779300689697266,-29.94776725769043,31.400882720947266,29.153324127197266,28.779300689697266,9.982588768005371,0.035089580152824935,0.33210886387528177,0.482743885815975,0.1500576701559183,0.848648151568425,0.08966550000661802,0.06168634800143032,4.2352669973543845e-10,0.5,-29.22736358642578,-28.055498123168945,-29.546768188476562,0.2018330367184906,0.6515188099971294,0.14664815328437994,5.845472812652588,29.153324127197266,28.779300689697266,0.848648151568425,0.08966550000661802,0.06168634800143032
