trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,scores_production_target_npnlg,scores_production_competitor_npnlg,scores_production_distractor1_npnlg,scores_production_distractor2_npnlg,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,prob_production_target_npnlg,prob_production_competitor_npnlg,prob_production_distractor1_npnlg,prob_production_distractor2_npnlg,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor,scores_interpretation_target_npnlg,scores_interpretation_competitor_npnlg,scores_interpretation_distractor_npnlg,prob_interpretation_target_npnlg,prob_interpretation_competitor_npnlg,prob_interpretation_distractor_npnlg
0,"green
triangle
red
circle",color,texture,red,triangle,green,circle,2,1,0,3,red triangle with dots,green,green triangle with dots,green circle with dots,red triangle with dots,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your task is to make your friend pick out the following target object:

the red triangle with dots

Which of the following words would you choose:

green
triangle
red
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your friend can choose from the following list of words:

green
triangle
red
circle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.5709457397460938,-5.35575532913208,-3.1764512062072754,-4.839472770690918,1.2854728698730469,2.67787766456604,1.5882256031036377,2.419736385345459,0.43310334834377856,0.1076162420340295,0.31996884960472016,0.13931156001747175,0.16855570612001888,0.33814293564708275,0.1961035158472418,0.29719784238565666,0.5,-4.965387344360352,-8.521849632263184,-5.995157718658447,0.721694131770603,0.020596869969487036,0.25770899825990995,0.827564537525177,1.4203084707260132,0.9991928935050964,0.25023886811105567,0.45266840847862844,0.297092723410316
1,"triangle
stripes
stars
hexagon",texture,color,stars,hexagon,stripes,triangle,2,3,1,0,orange hexagon with stars,stripes,orange hexagon with stripes,orange triangle with stripes,orange hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your task is to make your friend pick out the following target object:

the orange hexagon with stars

Which of the following words would you choose:

triangle
stripes
stars
hexagon

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your friend can choose from the following list of words:

triangle
stripes
stars
hexagon

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-0.25211235880851746,-4.980085372924805,-4.455564022064209,-5.3666839599609375,0.08403745293617249,1.6600284576416016,1.1138910055160522,2.6833419799804688,0.7729141911830517,0.07268837934696183,0.09448510502302931,0.05991232444695701,0.1170888748827771,0.25747657965525167,0.19595010041730346,0.42948444504466765,0.5,-10.327604293823242,-13.68549633026123,-22.392297744750977,0.9663569438534413,0.03363749060051427,5.565546044459679e-06,1.2909505367279053,1.9550708532333374,3.198899507522583,0.10328409388599546,0.20065834806753421,0.6960575580464703
2,"orange
blue
stripes
spades",color,shape,orange,stripes,blue,spades,0,2,1,3,orange circle with stripes,blue,blue circle with stripes,blue circle with spades,orange circle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

orange
blue
stripes
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your friend can choose from the following list of words:

orange
blue
stripes
spades

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-4.01169490814209,-3.9398446083068848,-2.096804618835449,-6.540493965148926,1.3372316360473633,0.9849611520767212,1.0484023094177246,2.1801645755767822,0.20308611436720775,0.21051465017125653,0.52904592479609,0.057353310665445606,0.2365056694810233,0.19831108578933124,0.20470246134770062,0.3604807833819447,0.5,-5.271605491638184,-5.269717216491699,-11.333601951599121,0.49894727014199397,0.49989030995071854,0.0011624199072874913,0.8786008358001709,0.8782861232757568,1.6190860271453857,0.24410260149050067,0.24402579143174727,0.511871607077752
3,"blue
triangle
orange
square",shape,texture,square,orange,triangle,blue,3,2,1,0,orange square with stars,triangle,orange triangle with stars,blue triangle with stars,orange square with stars,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

blue
triangle
orange
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your friend can choose from the following list of words:

blue
triangle
orange
square

Your friend chose the word:

triangle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-6.926470756530762,-2.024854898452759,-2.614337682723999,-1.7023965120315552,3.463235378265381,0.6749516129493713,1.3071688413619995,0.8511982560157776,0.0286848631639937,0.33267881226222434,0.24775394704507064,0.3908823775287113,0.5378639135660506,0.13341488336953206,0.18301576761332858,0.14570543545108897,0.5,-8.265769958496094,-3.350269317626953,-8.289786338806152,0.007227321631161074,0.9857168631179003,0.007055815250938659,1.3776283264160156,0.6700538396835327,1.3816308975219727,0.4005048401243746,0.19738405820678534,0.40211110166884
4,"dots
square
hexagon
stars",shape,color,hexagon,stars,square,dots,2,3,1,0,red hexagon with stars,square,red square with stars,red square with dots,red hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your task is to make your friend pick out the following target object:

the red hexagon with stars

Which of the following words would you choose:

dots
square
hexagon
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your friend can choose from the following list of words:

dots
square
hexagon
stars

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-10.138333320617676,-1.174578309059143,-5.282517433166504,-2.7033040523529053,3.379444122314453,0.39152613282203674,2.641258716583252,1.3516520261764526,0.00704733568107325,0.6229879231429908,0.07988256123310411,0.2900821799428317,0.4388570698951525,0.09851558748251288,0.3034088015121661,0.15921854111016853,0.5,-9.61262321472168,-5.216081619262695,-17.742666244506836,0.012169897655987137,0.987826517633409,3.5847106038690175e-06,1.9225246906280518,0.8693469166755676,2.957111120223999,0.24022467409849674,0.08379697035550181,0.6759783555460015
5,"orange
hexagon
red
square",color,texture,red,square,orange,hexagon,2,3,0,1,red square with spades,orange,orange square with spades,orange hexagon with spades,red square with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your task is to make your friend pick out the following target object:

the red square with spades

Which of the following words would you choose:

orange
hexagon
red
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your friend can choose from the following list of words:

orange
hexagon
red
square

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-1.595078468322754,-8.770468711853027,-9.69699764251709,-10.998199462890625,0.797539234161377,4.385234355926514,3.232332468032837,3.6660664081573486,0.9486327022305957,0.02624109163853447,0.01651158242765933,0.00861462370321056,0.06855195432375752,0.4121714798349667,0.23159462377013693,0.2876819420711388,0.5,-9.528253555297852,-13.946525573730469,-8.27526569366455,0.22158984126960948,0.0026712755508750538,0.7757388831795153,1.3611791133880615,1.743315577507019,1.3792110681533813,0.2870587409334879,0.4206593373479736,0.2922819217185385
6,"stars
triangle
square
stripes",texture,color,stars,square,stripes,triangle,0,2,3,1,orange square with stars,stripes,orange square with stripes,orange triangle with stripes,orange square with stars,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

stars
triangle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your friend can choose from the following list of words:

stars
triangle
square
stripes

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-0.2674519121646881,-3.495727062225342,-6.942194938659668,-3.1198673248291016,0.08915064483880997,1.747863531112671,1.735548734664917,1.5599336624145508,0.678053134541525,0.13497479797837963,0.02409138098740517,0.16288068649269036,0.13061792819861293,0.29935582805000005,0.2975182381980959,0.27250800555329124,0.5,-10.15721321105957,-10.462329864501953,-17.80726432800293,0.5755351259682367,0.42419090791866837,0.00027396611309505106,1.4510303735733032,1.4946186542510986,2.967877149581909,0.15146046842227773,0.15820836611214376,0.6903311654655785
7,"green
circle
blue
square",shape,texture,square,green,circle,blue,3,0,1,2,green square with dots,circle,green circle with dots,blue circle with dots,green square with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the green square with dots

Which of the following words would you choose:

green
circle
blue
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your friend can choose from the following list of words:

green
circle
blue
square

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-4.148011684417725,-1.4623217582702637,-2.9373230934143066,-2.252366781234741,2.0740058422088623,0.7311608791351318,1.4686615467071533,1.1261833906173706,0.10820295121520704,0.41440908114726865,0.19821512625034396,0.2791728413871804,0.3481427449676068,0.17789439733244955,0.2572222339064051,0.21674062379353862,0.5,-5.556246280670166,-5.279758453369141,-10.432016372680664,0.4299004129213618,0.5668197836444573,0.003279803434180929,0.9260410666465759,0.879959762096405,1.738669514656067,0.23759805940666853,0.22689766830562838,0.5355042722877031
8,"stars
circle
square
stripes",texture,color,stripes,square,stars,circle,3,2,0,1,red square with stripes,stars,red square with stars,red circle with stars,red square with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

stars
circle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your friend can choose from the following list of words:

stars
circle
square
stripes

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-0.8728956580162048,-2.0066256523132324,-5.30034875869751,-7.866154193878174,0.2182239145040512,1.0033128261566162,1.7667828798294067,3.933077096939087,0.5858597735903535,0.3323589200916186,0.06403014040871123,0.01775116590931672,0.09044044860137308,0.1339191237231092,0.19616793238471406,0.5794724952908036,0.5,-7.067867755889893,-5.07912540435791,-14.552806854248047,0.12038184177135505,0.8795505665494749,6.759167917004588e-05,1.4135735034942627,1.0158250331878662,2.4254677295684814,0.22610940851059555,0.15190730818739764,0.6219832833020068
9,"circle
triangle
orange
blue",color,texture,blue,triangle,orange,circle,3,1,2,0,blue triangle with dots,orange,orange triangle with dots,orange circle with dots,blue triangle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your task is to make your friend pick out the following target object:

the blue triangle with dots

Which of the following words would you choose:

circle
triangle
orange
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your friend can choose from the following list of words:

circle
triangle
orange
blue

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-1.6870774030685425,-3.2976083755493164,-4.979722023010254,-2.4653279781341553,0.8435387015342712,1.6488041877746582,1.659907341003418,1.2326639890670776,0.43152252742277053,0.19287729898225522,0.08317920747406192,0.2924209661209123,0.19176847584555837,0.2868391290215421,0.2884359668047443,0.23295642832815525,0.5,-7.866555213928223,-14.457589149475098,-4.159385681152344,0.023958002225790576,3.288523371107053e-05,0.9760091125404984,1.123793601989746,2.0653698444366455,0.693230926990509,0.2372950495803896,0.6084291940725083,0.15427575634710208
