trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,scores_production_target_npnlg,scores_production_competitor_npnlg,scores_production_distractor1_npnlg,scores_production_distractor2_npnlg,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,prob_production_target_npnlg,prob_production_competitor_npnlg,prob_production_distractor1_npnlg,prob_production_distractor2_npnlg,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor,scores_interpretation_target_npnlg,scores_interpretation_competitor_npnlg,scores_interpretation_distractor_npnlg,prob_interpretation_target_npnlg,prob_interpretation_competitor_npnlg,prob_interpretation_distractor_npnlg
0,"green
triangle
red
circle",color,texture,red,triangle,green,circle,2,1,0,3,red triangle with dots,green,green triangle with dots,green circle with dots,red triangle with dots,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your task is to make your friend pick out the following target object:

the red triangle with dots

Which of the following words would you choose:

green
triangle
red
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your friend can choose from the following list of words:

green
triangle
red
circle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-31.4140625,-31.716796875,-31.65625,-31.63671875,31.4140625,31.716796875,31.65625,31.63671875,0.30083382935108793,0.22225462306056037,0.2361271781518085,0.2407843694365434,0.2050449694030109,0.27753961868265176,0.26123406808777794,0.2561813438265594,0.5,-30.60988426208496,-30.797578811645508,-30.776819229125977,0.3738146583980435,0.309842950940608,0.3163423906613484,6.121976375579834,31.716796875,31.65625,0.2050449694030109,0.27753961868265176,0.26123406808777794
1,"triangle
stripes
stars
hexagon",texture,color,stars,hexagon,stripes,triangle,2,3,1,0,orange hexagon with stars,stripes,orange hexagon with stripes,orange triangle with stripes,orange hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your task is to make your friend pick out the following target object:

the orange hexagon with stars

Which of the following words would you choose:

triangle
stripes
stars
hexagon

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your friend can choose from the following list of words:

triangle
stripes
stars
hexagon

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-32.62998580932617,-31.714845657348633,-41.75498962402344,-32.07421875,16.314992904663086,15.857422828674316,13.918330192565918,32.07421875,0.1908210574764098,0.47650407215777324,2.078200735498088e-05,0.332654088358462,1.4317100354407244e-07,9.060140030338053e-08,1.3031598117673031e-08,0.999999753195998,0.5,-32.2065544128418,-30.723976135253906,-46.17706298828125,0.18503827218581684,0.8149615693442842,1.5846989888547402e-07,4.600936412811279,15.857422828674316,13.918330192565918,1.4317100354407244e-07,9.060140030338053e-08,1.3031598117673031e-08
2,"orange
blue
stripes
spades",color,shape,orange,stripes,blue,spades,0,2,1,3,orange circle with stripes,blue,blue circle with stripes,blue circle with spades,orange circle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

orange
blue
stripes
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your friend can choose from the following list of words:

orange
blue
stripes
spades

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-33.29345703125,-31.9951171875,-32.75048828125,-31.047910690307617,16.646728515625,10.6650390625,32.75048828125,15.523955345153809,0.06317161856317392,0.23141091213534182,0.1087252303274118,0.5966922389740724,1.0144390002960699e-07,2.561009653107461e-10,0.9999998652925665,3.3007432591213537e-08,0.5,-29.53763198852539,-29.490760803222656,-30.98680877685547,0.4380680288506672,0.45908960121547515,0.10284236993385755,5.907526969909668,10.6650390625,32.75048828125,1.0144390002960699e-07,2.561009653107461e-10,0.9999998652925665
3,"blue
triangle
orange
square",shape,texture,square,orange,triangle,blue,3,2,1,0,orange square with stars,triangle,orange triangle with stars,blue triangle with stars,orange square with stars,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

blue
triangle
orange
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your friend can choose from the following list of words:

blue
triangle
orange
square

Your friend chose the word:

triangle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-30.939453125,-34.00111770629883,-32.6611328125,-32.0458984375,30.939453125,17.000558853149414,32.6611328125,32.0458984375,0.6425463910943287,0.03007741136102478,0.11486520732651778,0.21251099021812878,0.10397702946242911,9.190783581482645e-08,0.5816388320954062,0.31438404653432883,0.5,-30.20270538330078,-28.519893646240234,-45.76716995239258,0.15672350315575703,0.84327646958128,2.7262963021789663e-08,6.040541648864746,17.000558853149414,32.6611328125,0.10397702946242911,9.190783581482645e-08,0.5816388320954062
4,"dots
square
hexagon
stars",shape,color,hexagon,stars,square,dots,2,3,1,0,red hexagon with stars,square,red square with stars,red square with dots,red hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your task is to make your friend pick out the following target object:

the red hexagon with stars

Which of the following words would you choose:

dots
square
hexagon
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your friend can choose from the following list of words:

dots
square
hexagon
stars

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-30.630859375,-31.685546875,-30.44140625,-31.443359375,15.3154296875,15.8427734375,30.44140625,31.443359375,0.3332625667378958,0.11607577005373151,0.4027772956677151,0.14788436754065762,7.242844928210365e-08,1.2272461196256586e-07,0.26855753461923954,0.7314422702276991,0.5,-31.248390197753906,-28.834339141845703,-36.778621673583984,0.08208076715449707,0.9175937767624808,0.00032545608302217443,7.812097549438477,15.8427734375,30.44140625,7.242844928210365e-08,1.2272461196256586e-07,0.26855753461923954
5,"orange
hexagon
red
square",color,texture,red,square,orange,hexagon,2,3,0,1,red square with spades,orange,orange square with spades,orange hexagon with spades,red square with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your task is to make your friend pick out the following target object:

the red square with spades

Which of the following words would you choose:

orange
hexagon
red
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your friend can choose from the following list of words:

orange
hexagon
red
square

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-30.513671875,-30.591796875,-33.50265884399414,-32.583011627197266,30.513671875,30.591796875,16.75132942199707,16.291505813598633,0.4758604688622728,0.4400989898837798,0.02395405713270346,0.060086484121243885,0.48047828085853,0.519520892487978,5.067157174400019e-07,3.199377747006827e-07,0.5,-30.873350143432617,-30.540706634521484,-29.095491409301758,0.12031055570978208,0.16779112007359645,0.7118983242166216,5.145557880401611,30.591796875,16.75132942199707,0.48047828085853,0.519520892487978,5.067157174400019e-07
6,"stars
triangle
square
stripes",texture,color,stars,square,stripes,triangle,0,2,3,1,orange square with stars,stripes,orange square with stripes,orange triangle with stripes,orange square with stars,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

stars
triangle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your friend can choose from the following list of words:

stars
triangle
square
stripes

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-32.115692138671875,-30.61328125,-39.83833312988281,-32.2021484375,16.057846069335938,30.61328125,13.279444694519043,32.2021484375,0.15600319129139356,0.7008454224827095,6.906104004077969e-05,0.14308232518585606,8.089757526902494e-08,0.16954332084337387,5.026794360369945e-09,0.8304565932322565,0.5,-31.848148345947266,-31.8168888092041,-42.536495208740234,0.4921802267246326,0.5078085470411506,1.122623421683139e-05,5.3080244064331055,30.61328125,13.279444694519043,8.089757526902494e-08,0.16954332084337387,5.026794360369945e-09
7,"green
circle
blue
square",shape,texture,square,green,circle,blue,3,0,1,2,green square with dots,circle,green circle with dots,blue circle with dots,green square with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the green square with dots

Which of the following words would you choose:

green
circle
blue
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your friend can choose from the following list of words:

green
circle
blue
square

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-31.119140625,-31.322265625,-32.1298828125,-32.474609375,31.119140625,31.322265625,32.1298828125,32.474609375,0.41018045171923195,0.3347795277399954,0.14928466722508155,0.1057553533156911,0.11297591990992345,0.13842099059903765,0.31041710259620303,0.43818598689483595,0.5,-30.070953369140625,-30.341243743896484,-42.28732681274414,0.5671625982662916,0.4328345949819205,2.806751788091779e-06,6.014191150665283,31.322265625,32.1298828125,0.11297591990992345,0.13842099059903765,0.31041710259620303
8,"stars
circle
square
stripes",texture,color,stripes,square,stars,circle,3,2,0,1,red square with stripes,stars,red square with stars,red circle with stars,red square with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

stars
circle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your friend can choose from the following list of words:

stars
circle
square
stripes

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-31.1875,-30.16015625,-47.990234375,-31.8916015625,10.395833015441895,30.16015625,23.9951171875,31.8916015625,0.2331987241542911,0.6514722055571827,1.1759567521236125e-08,0.11532905852895865,3.9226734119176147e-10,0.15035527562632603,0.00031599210031427936,0.8493287318810925,0.5,-32.56946563720703,-29.725690841674805,-46.231536865234375,0.05500399591601649,0.944995939958287,6.41256965332423e-08,8.142366409301758,30.16015625,23.9951171875,3.9226734119176147e-10,0.15035527562632603,0.00031599210031427936
9,"circle
triangle
orange
blue",color,texture,blue,triangle,orange,circle,3,1,2,0,blue triangle with dots,orange,orange triangle with dots,orange circle with dots,blue triangle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your task is to make your friend pick out the following target object:

the blue triangle with dots

Which of the following words would you choose:

circle
triangle
orange
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your friend can choose from the following list of words:

circle
triangle
orange
blue

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-31.2421875,-31.056640625,-33.44733428955078,-31.314453125,31.2421875,31.056640625,16.72366714477539,31.314453125,0.30822390103681757,0.37106355131792473,0.033976859186739296,0.2867356884585183,0.34416403434655296,0.2858798200095259,1.7039318006299058e-07,0.3699559752507411,0.5,-30.211530685424805,-35.64936065673828,-28.880990982055664,0.20888018642681208,0.0009084011939422375,0.7902114123792457,5.035254955291748,31.056640625,16.72366714477539,0.34416403434655296,0.2858798200095259,1.7039318006299058e-07
