trial,utterances,trigger_feature,nuisance_feature,production_target,production_competitor,production_distractor1,production_distractor2,production_index_target,production_index_competitor,production_index_distractor1,production_index_distractor2,trigger_object,trigger_word,interpretation_target,interpretation_competitor,interpretation_distractor,interpretation_index_target,interpretation_index_competitor,interpretation_index_distractor,context_production,context_interpretation,alpha_production,scores_production_target,scores_production_competitor,scores_production_distractor1,scores_production_distractor2,prob_production_target,prob_production_competitor,prob_production_distractor1,prob_production_distractor2,alpha_interpretation,scores_interpretation_target,scores_interpretation_competitor,scores_interpretation_distractor,prob_interpretation_target,prob_interpretation_competitor,prob_interpretation_distractor
0,"green
triangle
red
circle",color,texture,red,triangle,green,circle,2,1,0,3,red triangle with dots,green,green triangle with dots,green circle with dots,red triangle with dots,0,1,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your task is to make your friend pick out the following target object:

the red triangle with dots

Which of the following words would you choose:

green
triangle
red
circle

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green triangle with dots
a green circle with dots
a red triangle with dots

Your friend can choose from the following list of words:

green
triangle
red
circle

Your friend chose the word:

green

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.343174457550049,-3.468174457550049,-2.483799457550049,-3.335361957550049,0.22320909621352739,0.20968554072177759,0.3430226511492754,0.2240827119154197,0.5,-5.780547142028809,-6.860122203826904,-9.171110153198242,0.5661168959898548,0.32997373355248705,0.103909370457658
1,"triangle
stripes
stars
hexagon",texture,color,stars,hexagon,stripes,triangle,2,3,1,0,orange hexagon with stars,stripes,orange hexagon with stripes,orange triangle with stripes,orange hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your task is to make your friend pick out the following target object:

the orange hexagon with stars

Which of the following words would you choose:

triangle
stripes
stars
hexagon

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange hexagon with stars
a orange hexagon with stripes

Your friend can choose from the following list of words:

triangle
stripes
stars
hexagon

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.5431761741638184,-2.992762804031372,-5.350539207458496,-2.7306761741638184,0.23679533158224936,0.3118127580743712,0.09592001542843878,0.3554718949149407,0.5,-5.899514675140381,-7.493250370025635,-9.75328540802002,0.6264331521875295,0.28235756275082635,0.0912092850616443
2,"orange
blue
stripes
spades",color,shape,orange,stripes,blue,spades,0,2,1,3,orange circle with stripes,blue,blue circle with stripes,blue circle with spades,orange circle with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your task is to make your friend pick out the following target object:

the orange circle with stripes

Which of the following words would you choose:

orange
blue
stripes
spades

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange circle with stripes
a blue circle with stripes
a blue circle with spades

Your friend can choose from the following list of words:

orange
blue
stripes
spades

Your friend chose the word:

blue

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-1.8920691013336182,-4.23668098449707,-2.790506601333618,-3.789076328277588,0.42824741503504116,0.13260770186246168,0.27327602120165,0.16586886190084715,0.5,-6.3929033279418945,-6.519448280334473,-6.9822821617126465,0.37265453132282017,0.34980621327325434,0.2775392554039253
3,"blue
triangle
orange
square",shape,texture,square,orange,triangle,blue,3,2,1,0,orange square with stars,triangle,orange triangle with stars,blue triangle with stars,orange square with stars,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

blue
triangle
orange
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange square with stars
a orange triangle with stars
a blue triangle with stars

Your friend can choose from the following list of words:

blue
triangle
orange
square

Your friend chose the word:

triangle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.4645192623138428,-2.3317067623138428,-3.6051442623138428,-2.8160817623138428,0.28795117575274437,0.30772212590244263,0.16279283428120842,0.24153386406360466,0.5,-6.727640628814697,-6.924771308898926,-6.776528835296631,0.34698262131812213,0.3144136123806357,0.33860376630124217
4,"dots
square
hexagon
stars",shape,color,hexagon,stars,square,dots,2,3,1,0,red hexagon with stars,square,red square with stars,red square with dots,red hexagon with stars,2,0,1,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your task is to make your friend pick out the following target object:

the red hexagon with stars

Which of the following words would you choose:

dots
square
hexagon
stars

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with dots
a red hexagon with stars
a red square with stars

Your friend can choose from the following list of words:

dots
square
hexagon
stars

Your friend chose the word:

square

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.425905466079712,-2.9666976928710938,-2.8963851928710938,-4.49862003326416,0.2411908166616958,0.303442542780197,0.3143001833586223,0.14106645719948488,0.5,-9.269099235534668,-8.327325820922852,-11.557937622070312,0.34248659033106155,0.5484626660869198,0.10905074358201866
5,"orange
hexagon
red
square",color,texture,red,square,orange,hexagon,2,3,0,1,red square with spades,orange,orange square with spades,orange hexagon with spades,red square with spades,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your task is to make your friend pick out the following target object:

the red square with spades

Which of the following words would you choose:

orange
hexagon
red
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with spades
a orange hexagon with spades
a orange square with spades

Your friend can choose from the following list of words:

orange
hexagon
red
square

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.563526153564453,-2.469776153564453,-2.680713653564453,-4.775578022003174,0.2071143024299448,0.35786142358965195,0.32204042351092754,0.11298385046947575,0.5,-6.59677267074585,-6.932613849639893,-7.888772010803223,0.4220194056944652,0.35678405420927883,0.22119654009625592
6,"stars
triangle
square
stripes",texture,color,stars,square,stripes,triangle,0,2,3,1,orange square with stars,stripes,orange square with stripes,orange triangle with stripes,orange square with stars,1,0,2,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your task is to make your friend pick out the following target object:

the orange square with stars

Which of the following words would you choose:

stars
triangle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a orange triangle with stripes
a orange square with stripes
a orange square with stars

Your friend can choose from the following list of words:

stars
triangle
square
stripes

Your friend chose the word:

stripes

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.6753768920898438,-2.8706893920898438,-5.366328239440918,-3.2691268920898438,0.34358200405369926,0.31161534669152857,0.08947418432390943,0.2553284649308628,0.5,-6.571493625640869,-7.167174816131592,-7.588068962097168,0.42663128328038125,0.31673945890912975,0.25662925781048906
7,"green
circle
blue
square",shape,texture,square,green,circle,blue,3,0,1,2,green square with dots,circle,green circle with dots,blue circle with dots,green square with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your task is to make your friend pick out the following target object:

the green square with dots

Which of the following words would you choose:

green
circle
blue
square

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a green square with dots
a blue circle with dots
a green circle with dots

Your friend can choose from the following list of words:

green
circle
blue
square

Your friend chose the word:

circle

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-2.859930992126465,-1.8052434921264648,-3.594305992126465,-2.898993492126465,0.2289501245075843,0.38793893100672955,0.15858911624579913,0.224521828239887,0.5,-6.497006893157959,-8.512483596801758,-7.246399402618408,0.4872008159778888,0.17784956266905663,0.3349496213530545
8,"stars
circle
square
stripes",texture,color,stripes,square,stars,circle,3,2,0,1,red square with stripes,stars,red square with stars,red circle with stars,red square with stripes,1,2,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your task is to make your friend pick out the following target object:

the red square with stripes

Which of the following words would you choose:

stars
circle
square
stripes

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a red square with stripes
a red square with stars
a red circle with stars

Your friend can choose from the following list of words:

stars
circle
square
stripes

Your friend chose the word:

stars

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-5.611308574676514,-2.1837010383605957,-3.3555760383605957,-4.316513538360596,0.08658268926613588,0.48053673194540325,0.26745896982621875,0.16542160896224214,0.5,-8.144440650939941,-7.945733070373535,-10.130945205688477,0.40406862188096304,0.4462764084585353,0.14965496966050165
9,"circle
triangle
orange
blue",color,texture,blue,triangle,orange,circle,3,1,2,0,blue triangle with dots,orange,orange triangle with dots,orange circle with dots,blue triangle with dots,2,1,0,"Your task is to play a conversation game. There are three objects that you and your friend can see. You have to choose a single word to identify one of the three objects for your friend.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your task is to make your friend pick out the following target object:

the blue triangle with dots

Which of the following words would you choose:

circle
triangle
orange
blue

Your answer:

I would choose the word ","Your task is to play a conversation game. There are three objects that you and your friend can see. Your friend wants to communicate about one of these objects. Your friend selects a single word. Your task is to guess which object your friend is trying to refer to.

The three objects are:

a blue triangle with dots
a orange circle with dots
a orange triangle with dots

Your friend can choose from the following list of words:

circle
triangle
orange
blue

Your friend chose the word:

orange

Which object do you think your friend is trying to refer to?

Your answer:

My friend wants to refer to ",0.5,-3.301211357116699,-2.598086357116699,-2.504336357116699,-3.191836357116699,0.20132906926869684,0.2861463032687183,0.2998787510859394,0.21264587637664534,0.5,-5.969153881072998,-8.70684814453125,-6.982730388641357,0.5385530181899593,0.13700793109284837,0.3244390507171924
